Author,Comment,Published
@narutoswife-p4r,"saya masih kelas 4 sd , dan ini relate bngt , teman saya yg sudah kelas 6 masih belum bisa membaca , padahal sudah terhitung 6 tahun dia  mengejar pendidikan disitu . menurut saya  , wali kelas saya yg kali ini benar benar tidak konsisten mengajar . saat dikelas dia hanya bermain ponsel , saya menjabat sebagai ketua kelas , seluruh taggung jawab kelas diberikan kepada saya , tentu saya kerepotan , saya sudah pernah protes namun tidak ditanggapi oleh wali kelas maupun kepala sekolah , saat mengajar MTK dia tidak menjelaskan secara menyeluruh , saat pelajaran bahasa inggris , dia hanya memberikan soal yang sama secara berulang ulang dan selalu dijadikan PR , dan menurut saya itu adalah cara mengajar yang sangat membosankan . tpi saya memaklumi , mungkin gajinya memang kurang , yang membuat turunnya minat untuk mengajar , dia bahkan sering meninggal kan kelas dan pergi ke rumahnya . saya juga pusing dengan sistem pendidikan yang berganti ganti , teman teman saya juga sudah muak , tapi mau bagaimanapun mungkin ini belum saat nya indonesia maju , semoga dimasa depan nanti indonesia akan menjadi jauh lebih baik , dan doakan semoga saya dan teman teman saya sebagai generasi muda dapat memajukan indonesia dimasa depan , semoga saja..",2024-12-02T23:29:07Z
@mbahwowasesochannel9730,orang begitu jadi mentri tidak berkepenten,2024-12-02T23:24:14Z
@herupranoto711,Hasil kurikulum merdeka,2024-12-02T17:33:28Z
@SunarmanMan-t8c,Bukan gurunya yang disalahkan melainkan muridnya malas belajar.,2024-12-02T14:41:15Z
@delalilanopulika,gadget tu ngaruh sebenarnya bang,2024-12-02T13:25:48Z
@ahmdkhafi777,Indonesia emas,2024-12-02T10:15:57Z
@radi4492,"aku kira ini semacam &#39;penghilangan&quot; 1 generasi 5-10 tahun terakhir.  Mungkin sudah direncanakan agar suatu negara tidak akan maju karena ada generasi yg &quot;bodoh&quot;.  Kebijakan zonasi yg dapat mencampur siswa pintar dan bodoh. Zonasi juga berpotensi terjadinya &quot;suap&quot; agar anaknya bisa sekolah disitu.  yg bisa menyelamatkan anak2 generasi skrg adalah para orang tua itu sendiri, lingkungan sudah toxic. Banyakin berdoa saja.. karena ini semua by desain. Salam.",2024-12-02T08:41:07Z
@nunut_dolan,"gak nadiem, gak anis,<br>sama-sama keturunan sana,<br>sama cuma bisa omong doan kayak belut,<br>gimana mau 2045 emas,<br>kegagalan pemimpin terparah",2024-12-02T07:03:59Z
@Starreactioon,"Sejujurnya urusan pendidikan ini rumit karna mengenai pribadi , Nadiem sebenarnya sudah berusaha dengan pola pikir dia juga yang ingin mengikuti Finlandia. <br>Kalau bro Irwandi kira* apa solusi yg bisa ditawarkan dari masalah pendidikan ini.",2024-12-02T06:34:10Z
@BudiSantoso-qw7hb,YA KEBANYAKAN SEKOLAH NEGERI CUMA ADA DI KABUPATEN INI ADALAH KESALAHAN PEMERINTAH DIMANA BISA MAJU KALAU BEGINI YANG TINGGAL DI DAERAH TERPENCIL PASTI BODOH DAN TOLOL KARENA MEREKA NGGAK MAMPU SEKOLAH KE KOTA KARENA TRANPORTASI DI INDONESIA TERLALU JELEK DAN NGGAK MENDUKUNG TAPI PEMERINTAH PURA PURA NGGAK TAHU PADAHAL BOLEH DI CEK DIMANA LETAK ITU SEKOLAH DI  SELURUH INDONESIA KERJAAN SEPERTI INI KOK PEMERINTAH NGGAK BOLEH MENYELESAIKAN KALAU MAHU ADIL YA DI SEMUA KECAMATAN HARUS ADA YANG NAMANYA SEKOLAH NEGERI DARI SD SAMPAI SMA BAHKAN KALAU PERLU SAMPAI UNIVERSITAS KARENA SATU KECAMATAN ITU BANYAK MURIDNYA KALAU DIKUMPULKAN MUNGKIN SATU SEKOLAH NEGERJ SAJA NGGAK CUKUP,2024-12-02T04:49:26Z
@kresnadwipajana6992,"Jangan lupa, jika observasi ini dilakukan dalam waktu 5 tahurn terakhir harap dipertimbangkan juga dampak Covid-19 pada proses dan hasil pendidikan pasa semua jenjang sejak tahun 2020. Jadi kalau pendidikan kita buruk dalam rentang 5 tahun terakhir itu sebagian adalah kontribusi Covid-19. Akan butuh waktu 12-16 tahun setidaknya untuk menunggu dampak Covid-19 betul-betul hilang dalam dunia pendidikan. Anak-anak yang terlihat tidak kapabel itu dugaan saya adalah korban pendidikan yang mutu prosesnya asal-asalan saat Covid-19. Zonasi juga berkontribusi bahkan juga berdampak pada kepercayaan masyarakat terhadap sekolah, karena banyak sekolah yang semula bagus kemudian turun reputasinya gara-gara inputnya tidak terseleksi secara akademik. Kedekatan dengan tempat tinggal menjadi yang utama dipertimbangkan untuk penerimaan peserta didik. Kalau alasannya untuk pemerataan kualitas pendidikan ukuran yang dipakai buat menilai harus variabel-variabel yang berdimensi waktu panjang, karena untuk pemerataan kualitas luaran mestinya harus didahului pemerataan kualitas input berupa fasilitas sekolah dan kualitas guru. Jangan berharap kualitas lulusan merata kalau tidak didahului pemerataan fasilitas dan kulitas guru. Tidak adil menggunakan luaran jangka pendek (kapabilitas lulusan sekarang) untuk menilai tujuan jangka panjang (pemerataan kualitas pendidikan 25 tahun yang akan datang), sebelum ada pemerataan fasilitas dan kualitas guru sebagai prasayaratnya. Bagaimana mau ada pemerataan kalau anggaran pendidikan yang 20 persen APNB dalam prakteknya juga digunakan untuk lembaga pendidikan kedinasan yang ada di kementrian selain pendidikan.",2024-12-02T00:11:20Z
@jendralmartabk,"Tahun ini baru naik sma, dan ada sma favorit banget ditempat gw,ditambah gw tinggal dikabupaten (smp gw juga diperbatasan) buat kekota tuh jauhnya luarbiasa dan sma dikecamatan gw tuh jauh asli.<br>Pas sistem zonasi tentu gw nyoba SIAPA TAU gw keterima,tentunya? Nggak. Awalnya gw dh bodo amat tp yg bikin gw mewek itu ada temen gw. Rumahnya lebih JAUH DIATAS GW. Gw liat dia.. keerima sistem zonasi bagian tengah. Mewek. Jual kursi? Iya. Karena gw tau dia keterima karena gw bolak balik ngecek link ppdb . Dan ternyata rumah dia itu di linknya itu DI SD GW. YG BAHKAN LEBIH JAUH LG DR RUMAH. &quot;Mungkin rumah neneknya&quot; dia pindahan dari pulau lain fyi,orkay sih.<br><br>Tp gw alhamdulillah keterima di sekolah pilihan pertama jalur rapot:),posisi 2 dari akhir (yg dmn gw ngeliat temen gw yg rangkingnya lebih dibawah gw ntah gimana ada di posisi 40 besar(???????) <br>Btw setelah sering curhat soal ini sm temen,temen gw cuman bilang kalau sekarang udh g ada namanya sekolah favorit. Karena apa? Karena sistem zonasi yg sekarang sebenernya malah ngebanyakin adanya bully.",2024-12-01T23:30:32Z
@MariaLudiana-y7j,Saya melihat kurikulum  k13 dan merdeka banyak siswa tidak bisa baca  dan berhitung. Sampai kls 6 blm bisa baca,2024-12-01T23:06:58Z
@adindadiansriartanti7401,Bener bgt bang 😔,2024-12-01T22:20:55Z
@finaruzika9632,Terima kasih sudah mewakili keresahanku selama ini,2024-12-01T19:46:24Z
@jeangunnhildr2966,"Kita harusnya mengadopsi sistem Korsel dan Cina, butuh digojlok karna sama2 habis dijajah otomatis pendidikan dan tech nya sama2 terbelakang (Cina dan Korsel pada thn 90 an)",2024-12-01T18:09:35Z
@Minimalism_flo,"Beberapa waktu lalu pernah datang ke sebuah rumah baca kecil di kecamatan buat berkumpul dengan anak2 kira2 dari kelas 3 - 6 SD, ada juga yg SMP tp ga banyak. Terus selain mereka datang buat baca gratis, ada juga kakak2 yg ngajarin pelajaran sekolah buat mereka. <br>Sebagai anak baru, aku blm terbiasa buat ngajarin mereka. Dan kaget waktu tau anak2 ini gak hafal perkalian dan pembagian 1-10. <br><br>Dan ternyata di sekolah, mereka diajarin perkalian dan pembagian itu dengan cara yg ribet. Jadi itu menyusahkan buat mereka. <br>waktu aku ditanya &quot;kak, 10:2 berapa?&quot; Aku bakal jawab 5, tapi pas di tanya &quot;gimana caranya kak?&quot; Aku kicep karena dulu aku hafal perkalian dan pembagian sampe nangis2 di depan emak 😅😅<br><br>Kalo perkalian dengan angka kecil masih bisa diilustrasikan dgn sederhana. Tp ketika soalnya uda beranjak ke perkalian sesama puluhan misalnya, kayaknya anak2 itu uda nyerah duluan deh",2024-12-01T17:18:26Z
@senseichoi2639,"itu salah satu efek buruk budaya korupsi,  jadi malas dan apa2 mau nya instan.... dulu pejabat2 itu mungkin kira (  stlh studi banding ke negara2 skandinavia ), dengan cara nerapin bbrp poin sistem pendidikan negara maju; indonesia bs secara instan lgs jadi negara maju....rata2 pola pikir pejabat2 indonesia ky gini semua",2024-12-01T11:13:32Z
@callmeangg4831,"Bang, gua sudah 6 tahun setelah lulus SMK, dan sekarang lagi bangun usaha desain sama produksi baju, tapi masih cetak ke orang. Dari lulus udah mau kuliah tapi orang tua gapunya biaya. Gua mutusin buat kerja, sampe sekarang tabungan hasil kerja yg niatnya buat kuliah, tak puterin lagi ke bisnis, buat beli alat-alat buat usaha. Ujungnya bantu ekonomi keluarga. Tapi semangat gua buat kuliah masih belum padam bang. Kasih saran bang biar gua tetep bisa kuliah. <a href=""https://www.youtube.com/watch?v=1qDL8bPuj_I&amp;t=222"">3:42</a>",2024-12-01T11:02:09Z
@heriiye1149,Di luar pendidikan yang di lakukan sekolah... <br><br>Anak SMP dan SMA itu lebih suka main gengs. <br>Menunjukkan siapa terkuat... <br><br>Dan anak SMP SMA merasa pintar kalo sudah pacaran dan menjalani drama pacaran... <br><br>Malah mereka lebih pusing dan perduli kalo terjadi drama pacaran... <br><br>Hal ini di per parah dengan adanya sinetron cinta2an dengan background sekolah an... <br><br>Itu pengalaman gua selama jadi guru dan dulu selama jadi murid... <br>Bahkan gua sangat hopeless sama generasi sekarang...,2024-12-01T01:58:14Z
@antoandre9651,Izin bertanya bang ...  Dari setiap penelitian yang abang lakuian .. di seluruh indonesia .. <br>Apakah murni ini problem kebijakan ..  pusat .. atau banyak faktor lain ....  Peran dari pejabat daerah seperti pemangku kebijakan daerah juga...  Seperti dinas pendidikan ...dan turunan turuananya seperti pengawas sekolah . UPTsekolah .. kepsek .. dan guru guru ..  <br><br>Apakah sudah di teliti apa kerjanya selama ini sehingga hasil y seperti itu . . Dari tahun berapa kita merdeka ... <br><br>Kenapa yang di kritisi kebijakan kenapa tidak ke kualitas pelayanan yang di berikan ...  Kualitas perangkat daerah dan pelaksana teknisy.    Walupun subjek y ttp siswa ... <br><br>Tp kemana peran semua orang yang membidangi tugas dan tanggung jawab semua pihak termasuk DPRD,2024-12-01T00:58:20Z
@rayfennt,Makin Kesini Sekolah Makin Berbelit Belit Dan Belum Tentu Siswa Yang Diterima Di Sekolah Favorit Berprestasi.,2024-11-30T16:54:33Z
@retnowulandari2206,"Dari awal nadiem ditunjuk jadi menteri pendidikan aja gw udah bingung,ini presiden lagi ngelawak kayaknya. Berjalan 1-2 tahun sistem pendidikan makin morat marit tp kok dia gak di resuffle..?semoga menteri pendidikan selanjutnya lebih baik. Katanya mau menuju indonesia emas..ntar malah jadi indonesia cemas 😮‍💨",2024-11-30T15:18:29Z
@raafisatria279,"<a href=""https://www.youtube.com/watch?v=1qDL8bPuj_I&amp;t=719"">11:59</a>  benar bg,pernah dengar dari guru saya",2024-11-30T05:05:00Z
@AlineChang.Taiwan,iya betul sya sndiri kaget adik sya masuk smp sedngkn dia tdk bisa membaca dan tambah tambhn kurang kurangan sja gk bisa kaget sya maaf seblum nya ini krna sya di luar negri 9tahun jdi sya gk tau yg sya tau membiyayai dia sekolah sedngkn ortu sya gk sekolah petani dn sudah tua jdi gk ngrti deh sya gimna pendidikn di indo uang sya yg sya gunakan untuk pndidikn adik sya itu sia sia entah gimana guru nya kok bisa adik sya naik kelas terus smpe smp gila ya sedangkan anak tahun 80 an kelas 2sd gk bisa baca gk bisa hitung hitungan psti gk naik kelas ...,2024-11-30T04:51:32Z
@jackgrapher1508,belum ada tawaran mentri pendidikan kah bang fery??? atau gak gini lu buka jasa konsultasi buat tu mentri2 wkwkwkwk,2024-11-30T04:33:45Z
@Kangnun99,"Dan akhirnya...anak <a href=""http://90.an/"">90.an</a> merasa sangat berterima kasih pada guru2 masa itu",2024-11-30T01:21:56Z
@esstehmanis2425,Bukan maju tapi mundur bjirrr miris gua liat ini asli🥲,2024-11-30T01:11:18Z
@haryonoyono2076,"Nadim bukan ngajak anak indonesia pinter malah semakin tolol dg program nya,malah ngrusak pendidikan di indonesia😅😅😅",2024-11-30T00:35:01Z
@oombraun5556,Sekarang bukan hanya ada &quot;guru gembul&quot; tapi ada nambah &quot;guru urakan&quot; ...fer apa yang kamu sampaikan emang mindblowing..goodjob👍,2024-11-29T23:40:53Z
@elsanopi74,"Literasi numerasi mau diaplikasikan dan dipahami harus ada dasarnya bapak terhormat. Jarus bisa baca tulis hitung... Kan di pendidikan ada konsep mencapai tujuan dengan tingkatan C1, C2, C3, C4 yang akan dilakukan oleh guru dengan cara bertahap dan disesuaikan kemampuan anaknya. Begitu pengalaman saya yang baru beberapa tahun.<br><br><br>Betul banget.. sarana saja kita cari yang kesesuaiannya setara seadanya dan mengandalkan yang ada. Tapi ketercapaian harus begitu sama... Riweuh dengan administrasi dan tingkatan golongan yang diadakan. Siswa sering ditinggalkan... Kan aneh",2024-11-29T10:31:31Z
@wana8542,"masalah dunia pendidikan kita akarnya bisa jadi juga berasal dari individu orang tua yang masih memiliki mindset sekolah tujuannya untuk cari kerja, yang penting lulus dapat ijasah dan bisa melamar pekerjaan, meski sistem diubah secanggih apapun kalo orang tua dirumah juga tidak ada edukasi pentingnya pendidikan untuk kepekaan berfikir, ya percuma juga, harus diubah nilai2 matrealistis yang masih membudaya di negara kita, harus diperbanyak influencer2 atau media2 yang mengedepankan aksi prestasi bukan sensasi ijasah tinggi, tontonan di tv utamanya, misalnya buat sinetron tentang dunia anak sekolah pinter, atau kembalikan lagi kuis2 edukasi, meski kecil tapi kalau bisa mengimpact satu orang saja, bisa mengubah kehidupan satu keluarga jadi lebih bermakna",2024-11-29T09:16:52Z
@rioario4398,Dan sdm Indonesia akan menjadi beban negara Indonesia itu sendiri.,2024-11-29T08:25:05Z
@rioario4398,Mendingan kurikulum yg sebelum nya GK usah diganti,2024-11-29T08:23:32Z
@japstories9514,Mengapa Rakyat di bodohkan dan di miskinkan....solusi nya ada Bansos dan gak kritis,2024-11-29T07:38:12Z
@doikurnia7765,Korbannya adek gw sendiri sd dari kelas 1-6 selalu rank 1 dan pas UN nilai semua siswa disama ratakan dan sekolah smp dizonasi dan sekolahnya digabung sama yg deket deket rumah wkwk untungnya form is temporary class is permanent 😂 jangan sedih korban zonasi levelup diri sendiri aja lepas selesai sekolah pasti beda ko kualitasnya tenang aja,2024-11-29T06:55:53Z
@regularmeme6986,"Gara-gara pemerintah terlalu fokus merhatiin murid-murid malas yg goblog, akhirnya murid-murid berprestasi yg jadi korbannya",2024-11-29T06:49:31Z
@ahmadrofiqi,"Sebaik-baiknya sistem, kalau SDM sampah, ya sampah lah hasilnya. Percuma ganti sistem, hapus zonasi, dll. Kalau masyarakat, stakeholder, SDM lainnya masih banyak sampah, ya sampah lah output nya.",2024-11-29T04:51:08Z
@ahmadrofiqi,"pengajaran calistung ada mulai dari pra SD sampai SD. Kalau misal SMA belum bisa baca, berarti problem nya bisa jadi ada di sistem / SDM di SD, atau sekitar 9 - 10 tahun yang lalu. Artinya itu hasil kebijakan stakeholder sekitar 10 tahun yang lalu, bukan dari kebijakan stakeholder baru baru ini, misal nya Mentri Pendidikan Nadiem Makarim dan stakeholder lainnya. Sekali lagi, itu hasil dari 10 tahun yang lalu.",2024-11-29T04:48:40Z
@tutisetiawati4667,"Presiden tergoblok ,rakyatnya jadi goblok ,ga pernah memperhatikan pendidikan ,mentri nya tukang ojek  yg ngerti pendidikan",2024-11-28T23:36:01Z
@aryasatyanugraha5676,"Mau tanya, siapa yg pertama kali punya ide ZONASI, gak nalar sama sekali asli",2024-11-28T15:28:08Z
@kittenettik,Murid yg salah aja skrg malah muridnya yg nutut wkwkwke kocakkkk,2024-11-28T10:01:26Z
@bonsailabangka5562,"Kompetensi bernalar biji tongkol? Jangankan bernalar, ditanya pertanyaan mudah aja  ga bisa jawab",2024-11-28T09:27:12Z
@reniapriani7210,"seburuk itukah keadaan sekarang? Dulu pas ngajar anak smp di daerah 3T ga bisa hitungan yg kompleks mungkin wajar karena mereka ada keterbatasan sarana pendidik dan guru, tapi kalau anak udah ada fasilitas seperti di kota? Miris",2024-11-28T08:31:09Z
@VrgnFnky,"Jadi Ingat Dulu Aku Waktu Mau Masuk SMA Negeri Favorit (Lulusan Disana Banyak Yg Berhasil) Tapi Aku Ngga Lulus Karena Gagal Dalam 1 Dari 3 Tes &quot;1 TES&quot; Menghancurkan Impianku Sekolah Disekolah Itu (Aku Ngga Tau Entah Ada Main Sogok Atau Apa)<br>Akhirnya Bapak Menyuruhku Sekolah Di SMK<br>Tapi Ya Aku Yg Udah Pasrah, Akhirnya Menolak Lebih Memilih Mengikuti Temanku Sekolah Di SMA Swasta<br><br>Konyolnya Sekarang Ketika Sistem Zona Diterapkan, Sekolah Yg Sangat Ingin Kumasuki Dulu Justru Diisi Murid Yg Problematik<br>Ada Yg Doyan Tawuran, Ngerokok Di Kantin, Bahkan Dulu Sempat Gempar Karena Ada Kasus Video Mesum Yg Direkam Oleh Pelajar Yg Bersekolah Disana<br>Dan Aku Sampe Mikir, Kok Bisa Sekolah Favorite Yg Sangat Ingin Kumasuki Jadi Serusak Ini<br><br>Ironisnya, Sekolah Swasta Tempatku Bersekolah Dulu, Muridnya Justru Lebih Berakhlaq Dan Berpendidikan Ketimbang Sekolah Yg Dulu Sangat Kuimpikan",2024-11-28T06:25:54Z
@rubenwicaksono2586,"Ngga bisa abangku. Penduduk negeri ini harus dibuat sebodoh mungkin supaya later si kaya dan si miskin semakin kuat. Si miskin akan menjadi ketergantungan kepada di kaya.<br><br>Maaf ya bang. Ini mungkin cocoklogi dengan vidio abang yg judol. Tapi suka tidak suka, anak2 skrg pada mulai depo daripada sekolah. Artinya kebodohan sangat dipelihara supaya anak2 sekolah pada ikutan depo",2024-11-28T06:08:22Z
@davarenochandra8301,Semoga Indonesia ku baik-baik saja.........,2024-11-28T04:41:21Z
@skinheadboy1751,bersyukur banget lahir dimasa tahun 90an ketemu guru guru keras walaupun dulu rasanya males muak kalo dapet guru guru yang agaka keras tapi sekarang tau alesannya kenapa mereka seperti itu,2024-11-28T04:23:30Z
@prameswarydidin4174,"Jangan disini  yg jadi sasaran siswanya ,sekali kali guru kenapa ??? GURU HARUS CERDAS BERIKAN SOAL2 MATERI KPD SISWANYA KOK ANEH SMA NGGAK BISA BACA,GURUNYA   APA CUMA DUDUK MANIS GAJIAN DIBAYAR NEGARA,TUGASNYA GURU KE SISWA GIMANA? TOLAK UKURNYA GURU ,NGGA,ADA SISWA BODOH SEMUA PINTAR.",2024-11-28T03:43:02Z
@alami2843,"Mulai SD anak disuruh pakai hp oleh guru buat PR lewat grup WA. Yah bagi anak anak dijadikan buat main game lah, nonton YouTube.Terus katanya biarin anak anak dikenalin teknologi dari kecil. Ya begitulah jadinya, hancur.",2024-11-28T02:57:59Z
@rilsyahsyahruzad8756,"Astaghfirullaah, sangat memprihatinkan, ternyata jauuuh lebih buruk dari sistem pendidikan dan kurikulum saat saya SD th 1971-1976.",2024-11-28T00:41:39Z
@BloggingCulture,"Memprihatinkan, kekurangan kursi hausnya selesai dgn memperpendek waktu belajar disekolah dan satu kelas dibuat 3 shift. Yang pnting sekolah terjangkau orang paling miskin di Indonesia",2024-11-27T23:53:18Z
@AndiKurniawan-j2x,"DPR sebagai wakil rakyat, melihat ini seperti apa? <br>Peran mereka apa? <br>😢",2024-11-27T22:44:36Z
@sarahcesar5813,Mungkin juga anak2 tsb dipengaruhi obat2an...,2024-11-27T20:45:11Z
@YinulaGebin-yy3gf,"Aku orang Malang. Dlu Tahun 2016 pakai zonasi waktunya aku masuk SMA. Rumahku padahal ke SMAN 8 Malang cuma 10 menit. Setelah daftar malah SMAN 8 ga masuk sesuai alamat rumahku, malah aku dapetnya yang jauh area SMAN 1 Malang (20 menit dr rmh), SMAN 9 Malang (20 menit dr rmh). SMAN 7 Malang (20 menit dr rmh). Akhirnya ga masuk di semua SMAN pilihan, rezekinya dapet di swasta 🙂",2024-11-27T16:36:11Z
